gene_id	gene_name	gene_type	chrom	start	end	strand	clip_count	rpf_siLuc	rpf_siLin28a	rna_siLuc	rna_siLin28a
ENSMUSG00000001909.17	Trmt1	protein_coding	chr8	85412936	85426437	+	441	787	537	1266	2081
ENSMUSG00000001910.6	Nacc1	protein_coding	chr8	85397108	85414531	-	1064	364	251	1974	3116
ENSMUSG00000001911.17	Nfix	protein_coding	chr8	85426505	85526973	-	12	5	5	4	10
ENSMUSG00000001918.18	Slc1a5	protein_coding	chr7	16515265	16532199	+	599	762	860	524	490
ENSMUSG00000001924.16	Uba1	protein_coding	chrX	20524565	20549418	+	4068	4945	1460	7511	10147
ENSMUSG00000001930.18	Vwf	protein_coding	chr6	125523737	125663642	+	74	16	25	113	171
ENSMUSG00000001942.9	Siae	protein_coding	chr9	37466994	37560951	+	243	247	374	122	190
ENSMUSG00000001943.9	Vsig2	protein_coding	chr9	37450551	37455501	+	28	11	10	14	4
ENSMUSG00000001946.15	Esam	protein_coding	chr9	37439374	37449615	+	14	30	18	12	12
ENSMUSG00000001948.11	Spa17	protein_coding	chr9	37514586	37525018	-	17	11	6	20	17
ENSMUSG00000001962.9	Fam50a	protein_coding	chrX	73356639	73363755	+	227	446	166	633	722
ENSMUSG00000001964.15	Emd	protein_coding	chrX	73298293	73305154	+	97	551	352	282	455
ENSMUSG00000001983.8	Taco1	protein_coding	chr11	105956887	105964438	+	107	97	29	203	195
ENSMUSG00000001985.10	Grik3	protein_coding	chr4	125384493	125607966	+	1341	283	685	586	1326
ENSMUSG00000001986.17	Gria3	protein_coding	chrX	40489731	40767478	+	11	4	16	2	17
ENSMUSG00000001988.10	Npas1	protein_coding	chr7	16189646	16211653	-	3	1	2	4	24
ENSMUSG00000001995.10	Sipa1l2	protein_coding	chr8	126144802	126296547	-	666	102	108	912	1368
ENSMUSG00000001998.16	Ap4e1	protein_coding	chr2	126850637	126909829	+	367	119	57	373	372
ENSMUSG00000001999.16	Blvra	protein_coding	chr2	126912585	126939004	+	89	81	57	94	106
ENSMUSG00000002006.13	Pdzd4	protein_coding	chrX	72836965	72868575	-	932	311	197	1215	1559
ENSMUSG00000002010.18	Idh3g	protein_coding	chrX	72822569	72830503	-	353	1443	931	1120	1636
ENSMUSG00000002012.14	Pnck	protein_coding	chrX	72699600	72703723	-	21	23	14	23	50
ENSMUSG00000002014.13	Ssr4	protein_coding	chrX	72830634	72834436	+	348	519	610	300	503
ENSMUSG00000002015.6	Bcap31	protein_coding	chrX	72729784	72759781	-	1868	2067	1970	926	799
ENSMUSG00000002017.11	Fam98a	protein_coding	chr17	75844081	75858941	-	441	502	181	1063	1444
ENSMUSG00000002020.16	Ltbp2	protein_coding	chr12	84829986	84923306	-	4	4	3	4	13
ENSMUSG00000002028.14	Kmt2a	protein_coding	chr9	44714652	44792594	-	4509	57	66	1404	1944
ENSMUSG00000002031.14	Ift46	protein_coding	chr9	44679205	44704744	+	318	453	243	757	924
ENSMUSG00000002032.18	Tmem25	protein_coding	chr9	44705066	44710604	-	0	7	2	5	17
ENSMUSG00000002043.18	Trappc6a	protein_coding	chr7	19242320	19250070	+	48	133	175	101	151
ENSMUSG00000002052.7	Supt6	protein_coding	chr11	78097572	78136813	-	4171	1155	459	6708	8803
ENSMUSG00000002055.10	Spag5	protein_coding	chr11	78192355	78213283	+	1135	1021	467	1972	2129
ENSMUSG00000002058.14	Unc119	protein_coding	chr11	78234308	78239990	+	46	158	104	349	321
ENSMUSG00000002059.19	Rab34	protein_coding	chr11	78079256	78083019	+	420	308	218	323	409
ENSMUSG00000002064.11	Sdf2	protein_coding	chr11	78136572	78146322	+	401	909	1216	500	691
ENSMUSG00000002068.17	Ccne1	protein_coding	chr7	37797409	37806959	-	1672	2524	1605	2323	2441
ENSMUSG00000002076.13	Hsf2bp	protein_coding	chr17	32163743	32255323	-	458	536	348	660	669
ENSMUSG00000002083.14	Bbc3	protein_coding	chr7	16042318	16052130	+	43	94	66	143	191
ENSMUSG00000002100.16	Mybpc3	protein_coding	chr2	90948489	90966861	+	18	32	11	21	29
ENSMUSG00000002102.16	Psmc3	protein_coding	chr2	90884354	90896714	+	1639	2892	1171	3151	4099
ENSMUSG00000002103.17	Acp2	protein_coding	chr2	91033230	91044443	+	313	251	361	124	159
ENSMUSG00000002104.12	Rapsn	protein_coding	chr2	90865965	90876074	+	36	31	38	20	39
ENSMUSG00000002105.16	Slc39a13	protein_coding	chr2	90892136	90900762	-	42	34	49	53	73
ENSMUSG00000002107.19	Celf2	protein_coding	chr2	6544505	7514374	-	132	35	30	66	113
ENSMUSG00000002108.11	Nr1h3	protein_coding	chr2	91014406	91033179	-	4	7	5	3	5
ENSMUSG00000002109.15	Ddb2	protein_coding	chr2	91041917	91067327	-	25	23	18	60	76
ENSMUSG00000002111.9	Spi1	protein_coding	chr2	90912735	90946101	+	11	4	6	0	6
ENSMUSG00000002129.12	Sf3a1	protein_coding	chr11	4110350	4132541	+	2537	2892	1590	2783	3309
ENSMUSG00000002147.19	Stat6	protein_coding	chr10	127478855	127496826	+	249	411	351	420	601
ENSMUSG00000002190.14	Clgn	protein_coding	chr8	84116496	84155181	+	1610	482	628	313	447
ENSMUSG00000002204.10	Napsa	protein_coding	chr7	44221804	44236286	+	129	380	341	135	120
ENSMUSG00000002205.17	Vrk3	protein_coding	chr7	44397837	44426939	+	141	260	216	315	601
ENSMUSG00000002210.12	Smg9	protein_coding	chr7	24099044	24122203	+	44	119	48	157	211
ENSMUSG00000002221.12	Paxip1	protein_coding	chr5	27945078	27996689	-	696	439	388	1066	1412
ENSMUSG00000002222.15	Rmnd5a	protein_coding	chr6	71365618	71417621	-	1351	193	115	816	865
ENSMUSG00000002227.16	Mov10	protein_coding	chr3	104702152	104725879	-	662	951	583	2142	4378
ENSMUSG00000002228.8	Ppm1j	protein_coding	chr3	104688372	104693334	+	96	107	50	257	271
ENSMUSG00000002233.14	Rhoc	protein_coding	chr3	104695691	104701775	+	234	293	235	342	480
ENSMUSG00000002249.22	Tead3	protein_coding	chr17	28550645	28569791	-	33	5	3	29	56
ENSMUSG00000002250.17	Ppard	protein_coding	chr17	28451674	28520448	+	69	118	78	229	422
ENSMUSG00000002257.9	Def6	protein_coding	chr17	28426752	28447582	+	39	58	39	93	275
ENSMUSG00000002265.18	Peg3	protein_coding	chr7	6706891	6733430	-	2463	406	171	1839	2674
ENSMUSG00000002266.18	Zim1	protein_coding	chr7	6674268	6699449	-	23	5	3	26	31
ENSMUSG00000002274.14	Metrn	protein_coding	chr17	26012195	26016110	-	64	80	67	160	209
ENSMUSG00000002279.20	Lmf1	protein_coding	chr17	25798059	25881800	+	79	232	277	90	241
ENSMUSG00000002280.12	Ciao3	protein_coding	chr17	25992750	26002306	+	91	201	102	202	358
ENSMUSG00000002289.17	Angptl4	protein_coding	chr17	33992724	34000804	-	308	490	488	253	321
ENSMUSG00000002297.17	Dbf4	protein_coding	chr5	8446973	8472716	-	3046	703	451	2120	1810
ENSMUSG00000002307.17	Daxx	protein_coding	chr17	34128388	34134564	+	518	698	479	956	1490
ENSMUSG00000002308.17	Cd320	protein_coding	chr17	34062065	34068748	+	606	856	977	441	571
ENSMUSG00000002319.17	Ipo4	protein_coding	chr14	55862857	55873414	-	194	219	117	651	826
ENSMUSG00000002320.16	Tm9sf1	protein_coding	chr14	55873422	55881263	-	643	329	414	260	370
ENSMUSG00000002324.9	Rec8	protein_coding	chr14	55855494	55862852	+	83	129	128	196	278
ENSMUSG00000002325.16	Irf9	protein_coding	chr14	55841028	55847487	+	36	51	63	132	228
ENSMUSG00000002326.7	Gmpr2	protein_coding	chr14	55909398	55916657	+	52	142	83	102	101
ENSMUSG00000002329.8	Mdp1	protein_coding	chr14	55895336	55897965	-	268	236	214	260	296
ENSMUSG00000002332.17	Dhrs1	protein_coding	chr14	55976477	55983147	-	233	215	94	234	266
ENSMUSG00000002341.9	Ncan	protein_coding	chr8	70545735	70573523	-	330	100	79	43	60
ENSMUSG00000002342.18	Tmem161a	protein_coding	chr8	70625006	70636331	+	374	230	375	186	339
ENSMUSG00000002343.12	Armc6	protein_coding	chr8	70672822	70687116	-	288	251	94	315	334
ENSMUSG00000002345.19	Borcs8	protein_coding	chr8	70592149	70599969	+	88	120	124	138	214
ENSMUSG00000002346.17	Slc25a42	protein_coding	chr8	70636990	70664955	-	41	15	18	50	108
ENSMUSG00000002365.11	Snx9	protein_coding	chr17	5891604	5982229	+	121	56	30	115	188
ENSMUSG00000002372.10	Ranbp3	protein_coding	chr17	56980294	57018764	+	665	1351	1155	1105	1758
ENSMUSG00000002379.8	Ndufa11	protein_coding	chr17	57024767	57029141	+	142	1052	1065	454	766
ENSMUSG00000002384.3	Bmp8b	protein_coding	chr4	122998958	123025892	+	21	22	15	16	23
ENSMUSG00000002393.15	Nr2f6	protein_coding	chr8	71826767	71834604	-	51	45	26	114	120
ENSMUSG00000002395.15	Use1	protein_coding	chr8	71819492	71822376	+	163	517	354	660	729
ENSMUSG00000002396.9	Ocel1	protein_coding	chr8	71823942	71832005	+	36	95	48	75	64
ENSMUSG00000002409.19	Dyrk1b	protein_coding	chr7	27878894	27886719	+	8	30	29	92	153
ENSMUSG00000002413.16	Braf	protein_coding	chr6	39580171	39702397	-	866	48	36	296	306
ENSMUSG00000002416.14	Ndufb2	protein_coding	chr6	39569508	39580316	+	40	113	116	130	147
ENSMUSG00000002428.13	Hltf	protein_coding	chr3	20111975	20172654	+	1166	138	51	1264	977
ENSMUSG00000002455.15	Prpf6	protein_coding	chr2	181233661	181297453	+	1269	433	153	2283	2962
ENSMUSG00000002458.14	Rgs19	protein_coding	chr2	181330212	181335770	-	32	165	130	140	314
ENSMUSG00000002459.18	Rgs20	protein_coding	chr1	4979799	5140508	-	5	2	3	8	1
ENSMUSG00000002475.17	Abhd3	protein_coding	chr18	10642092	10706771	-	29	14	18	14	17
ENSMUSG00000002477.6	Snrpd1	protein_coding	chr18	10617775	10642079	+	4377	1200	683	1157	1137
ENSMUSG00000002486.16	Tchp	protein_coding	chr5	114845821	114860388	+	126	39	31	250	292
ENSMUSG00000002489.17	Tiam1	protein_coding	chr16	89583999	89940657	-	1134	434	102	1607	1452
ENSMUSG00000002496.11	Tsc2	protein_coding	chr17	24814790	24851604	-	899	527	409	1564	2228
ENSMUSG00000002500.16	Rpl3l	protein_coding	chr17	24946794	24955117	+	3	4	5	18	18
ENSMUSG00000002504.16	Slc9a3r2	protein_coding	chr17	24858260	24869301	-	93	117	82	155	306
ENSMUSG00000002524.18	Puf60	protein_coding	chr15	75942031	75952773	-	1261	3105	1548	2143	2886
ENSMUSG00000002546.18	Golga2	protein_coding	chr2	32177396	32197933	+	778	214	126	781	1009
ENSMUSG00000002550.17	Uck1	protein_coding	chr2	32145014	32150171	-	54	54	50	139	189
ENSMUSG00000002565.17	Scin	protein_coding	chr12	40109768	40184227	-	0	3	0	3	7
ENSMUSG00000002578.19	Ikzf4	protein_coding	chr10	128466712	128505227	-	63	11	3	28	33
ENSMUSG00000002580.8	Mien1	protein_coding	chr11	98328534	98329817	-	141	69	68	243	272
ENSMUSG00000002602.17	Axl	protein_coding	chr7	25456698	25488130	-	31	15	20	30	20
ENSMUSG00000002603.16	Tgfb1	protein_coding	chr7	25386427	25404502	+	201	303	304	316	498
ENSMUSG00000002608.9	Ccdc97	protein_coding	chr7	25410531	25418513	-	164	289	202	413	640
ENSMUSG00000002617.15	Zfp40	protein_coding	chr17	23392843	23412226	-	66	19	14	56	77
ENSMUSG00000002625.11	Akap8l	protein_coding	chr17	32540398	32569581	-	420	109	66	611	776
ENSMUSG00000002635.12	Pdcd2l	protein_coding	chr7	33883924	33896086	-	502	501	304	583	738
ENSMUSG00000002658.10	Gtf2f1	protein_coding	chr17	57310405	57318288	-	434	607	197	1070	1599
ENSMUSG00000002660.9	Clpp	protein_coding	chr17	57297305	57303188	+	245	1352	954	834	1346
ENSMUSG00000002661.15	Alkbh7	protein_coding	chr17	57304339	57306322	+	28	270	235	145	250
ENSMUSG00000002668.9	Dennd1c	protein_coding	chr17	57372905	57385514	-	28	6	4	34	36
ENSMUSG00000002679.15	Med6	protein_coding	chr12	81620331	81641782	-	170	381	172	332	324
ENSMUSG00000002688.9	Prkd1	protein_coding	chr12	50388014	50695881	-	40	17	12	16	33
ENSMUSG00000002718.15	Cse1l	protein_coding	chr2	166747960	166788309	+	4103	6333	2768	3754	3502
ENSMUSG00000002728.15	Naa20	protein_coding	chr2	145744019	145758345	+	407	241	178	475	512
ENSMUSG00000002731.7	Prkra	protein_coding	chr2	76460242	76478359	-	67	90	66	124	161
ENSMUSG00000002732.15	Fkbp7	protein_coding	chr2	76493388	76503460	-	19	20	14	13	8
ENSMUSG00000002733.9	Plekha3	protein_coding	chr2	76505625	76527172	+	193	36	31	293	284
ENSMUSG00000002741.10	Ykt6	protein_coding	chr11	5905693	5917780	+	1523	596	371	1417	1386
ENSMUSG00000002748.8	Baz1b	protein_coding	chr5	135216118	135274983	+	3198	418	168	2791	2862
ENSMUSG00000002763.17	Pex6	protein_coding	chr17	47022389	47036467	+	117	138	76	511	961
ENSMUSG00000002767.14	Mrpl2	protein_coding	chr17	46957155	46961065	+	2188	1448	1256	1215	1452
ENSMUSG00000002768.9	Mea1	protein_coding	chr17	46989719	46994037	+	300	326	253	362	429
ENSMUSG00000002769.10	Gnmt	protein_coding	chr17	47036590	47040094	-	0	8	7	12	11
ENSMUSG00000002771.13	Grin2d	protein_coding	chr7	45481307	45527802	-	12	3	5	9	18
ENSMUSG00000002778.15	Kdelr1	protein_coding	chr7	45522196	45533156	+	683	618	872	265	391
ENSMUSG00000002781.20	Tmem143	protein_coding	chr7	45546365	45566837	+	115	166	187	279	380
ENSMUSG00000002797.10	Ggct	protein_coding	chr6	54959565	54969935	-	139	62	39	115	87
ENSMUSG00000002799.7	Jag2	protein_coding	chr12	112871439	112893396	-	381	144	204	333	481
ENSMUSG00000002803.15	Btbd6	protein_coding	chr12	112940102	112942565	+	44	45	36	91	129
ENSMUSG00000002804.5	Nudt14	protein_coding	chr12	112897911	112905744	-	50	123	120	156	229
ENSMUSG00000002808.8	Epdr1	protein_coding	chr13	19775876	19804097	-	98	97	148	74	101
ENSMUSG00000002812.5	Flii	protein_coding	chr11	60604949	60618089	-	477	535	236	1351	2249
ENSMUSG00000002814.16	Top3a	protein_coding	chr11	60630884	60668191	-	291	317	187	713	1068
ENSMUSG00000002820.7	Atg4d	protein_coding	chr9	21176589	21189068	+	127	99	108	325	625
ENSMUSG00000002825.9	Qtrt1	protein_coding	chr9	21323133	21331570	+	133	463	261	618	861
ENSMUSG00000002831.15	Plin4	protein_coding	chr17	56407591	56416803	-	0	0	1	6	34
ENSMUSG00000002833.12	Hdgfl2	protein_coding	chr17	56386634	56407607	+	925	447	179	2017	2711
ENSMUSG00000002835.10	Chaf1a	protein_coding	chr17	56347439	56379289	+	585	1003	421	1190	1494
ENSMUSG00000002844.10	Adprh	protein_coding	chr16	38264392	38273065	-	1271	1048	994	732	996
ENSMUSG00000002845.15	Tmem39a	protein_coding	chr16	38379060	38412524	+	1287	1774	3321	1045	1921
ENSMUSG00000002846.10	Timmdc1	protein_coding	chr16	38318709	38343025	-	421	165	125	182	207
ENSMUSG00000002847.8	Pla1a	protein_coding	chr16	38216479	38253507	-	71	68	67	61	37
ENSMUSG00000002870.9	Mcm2	protein_coding	chr6	88860456	88875762	-	2356	1915	578	5878	7021
ENSMUSG00000002871.15	Tpra1	protein_coding	chr6	88879233	88889220	+	90	100	142	53	125
ENSMUSG00000002881.15	Nab1	protein_coding	chr1	52496453	52539838	-	896	44	32	215	317
ENSMUSG00000002885.15	Adgre5	protein_coding	chr8	84449880	84467955	-	335	938	2085	282	577
ENSMUSG00000002897.6	Il17ra	protein_coding	chr6	120440208	120464520	+	263	105	131	60	76
ENSMUSG00000002900.18	Lamb1	protein_coding	chr12	31315233	31379643	+	8381	7872	9663	1346	1766
ENSMUSG00000002908.18	Kcnn1	protein_coding	chr8	71294693	71315902	-	68	15	23	43	59
ENSMUSG00000002910.12	Arrdc2	protein_coding	chr8	71287773	71292364	-	34	57	14	139	163
ENSMUSG00000002948.20	Map2k7	protein_coding	chr8	4288740	4297897	+	194	3	1	290	358
ENSMUSG00000002949.16	Timm44	protein_coding	chr8	4309731	4325913	-	817	686	434	768	960
ENSMUSG00000002957.12	Ap2a2	protein_coding	chr7	141142086	141212924	+	885	1416	848	2175	2935
ENSMUSG00000002963.18	Pnkp	protein_coding	chr7	44506563	44512416	+	52	94	60	391	439
ENSMUSG00000002968.10	Med25	protein_coding	chr7	44526189	44542136	-	312	1118	917	1106	1870
ENSMUSG00000002980.15	Bcam	protein_coding	chr7	19490056	19504941	-	1157	2921	2912	615	953
ENSMUSG00000002981.11	Clptm1	protein_coding	chr7	19365496	19398958	-	1456	2348	2817	848	1087
ENSMUSG00000002983.18	Relb	protein_coding	chr7	19340142	19363363	-	80	62	31	124	185
ENSMUSG00000002984.18	Tomm40	protein_coding	chr7	19435238	19449363	-	882	1564	1582	1465	1838
ENSMUSG00000002985.17	Apoe	protein_coding	chr7	19430034	19433113	-	2837	20278	27443	4524	7860
ENSMUSG00000002996.18	Hbp1	protein_coding	chr12	31976253	32000534	-	459	385	247	453	508
ENSMUSG00000002997.16	Prkar2b	protein_coding	chr12	32008475	32111295	-	198	30	26	54	86
ENSMUSG00000003031.15	Cdkn1b	protein_coding	chr6	134897364	134902476	+	359	320	289	604	850
ENSMUSG00000003032.9	Klf4	protein_coding	chr4	55527143	55532466	-	1272	577	788	1198	3067
ENSMUSG00000003033.16	Ap1m1	protein_coding	chr8	72993862	73011229	+	152	281	169	407	688
ENSMUSG00000003037.17	Rab8a	protein_coding	chr8	72915044	72937748	+	384	457	322	680	846
ENSMUSG00000003038.16	Hmgn2	protein_coding	chr4	133692049	133695961	-	207	45	37	334	492
ENSMUSG00000003039.10	Fam32a	protein_coding	chr8	72973574	72978262	+	375	302	262	618	802
ENSMUSG00000003051.14	Elf3	protein_coding	chr1	135181313	135186306	-	198	563	481	727	1816
ENSMUSG00000003062.14	Stard3nl	protein_coding	chr13	19541846	19579965	-	966	313	322	419	516
ENSMUSG00000003068.18	Stk11	protein_coding	chr10	79951637	79966516	+	485	201	196	1197	1865
ENSMUSG00000003070.7	Efna2	protein_coding	chr10	80015316	80025844	+	41	19	23	29	38
ENSMUSG00000003072.16	Atp5d	protein_coding	chr10	79974466	79981652	+	700	2516	2186	1298	2316
ENSMUSG00000003099.12	Ppp5c	protein_coding	chr7	16738565	16761849	-	591	1143	684	1280	1644
ENSMUSG00000003119.15	Cdk12	protein_coding	chr11	98093885	98169330	+	2216	420	189	1797	2532
ENSMUSG00000003123.16	Lipe	protein_coding	chr7	25078952	25098135	-	72	40	34	78	206
ENSMUSG00000003131.8	Pafah1b2	protein_coding	chr9	45874157	45923988	-	1664	335	192	793	931
ENSMUSG00000003134.11	Tbc1d8	protein_coding	chr1	39410573	39517836	-	102	56	84	246	563
ENSMUSG00000003135.16	Cnot11	protein_coding	chr1	39574073	39585970	+	1600	1159	731	1300	1968
ENSMUSG00000003153.11	Slc2a3	protein_coding	chr6	122704768	122778599	-	30081	21801	42990	13612	23931
ENSMUSG00000003154.16	Foxj2	protein_coding	chr6	122796873	122822325	+	114	33	21	53	183
ENSMUSG00000003161.16	Sri	protein_coding	chr5	8096078	8119379	+	205	440	462	277	477
ENSMUSG00000003166.21	Dgcr2	protein_coding	chr16	17657346	17716426	-	1290	13	20	490	620
ENSMUSG00000003184.16	Irf3	protein_coding	chr7	44647072	44652272	+	63	144	57	207	299
ENSMUSG00000003190.13	Bcl2l12	protein_coding	chr7	44640646	44648136	-	38	98	81	74	55
ENSMUSG00000003198.11	Zfp959	protein_coding	chr17	56199093	56205928	+	68	22	15	38	28
ENSMUSG00000003199.17	Mpnd	protein_coding	chr17	56312711	56323790	+	1984	250	179	701	821
ENSMUSG00000003200.11	Sh3gl1	protein_coding	chr17	56323750	56343635	-	376	684	332	678	796
ENSMUSG00000003206.8	Ebi3	protein_coding	chr17	56259640	56264022	+	0	10	11	0	8
ENSMUSG00000003208.10	Yju2	protein_coding	chr17	56266099	56275285	+	17	110	43	134	163
ENSMUSG00000003226.8	Ranbp2	protein_coding	chr10	58282742	58330178	+	21138	850	547	5120	5420
ENSMUSG00000003228.10	Grk5	protein_coding	chr19	60878187	61084406	+	198	41	16	96	157
ENSMUSG00000003233.13	Dvl3	protein_coding	chr16	20335732	20352760	+	101	129	98	225	397
ENSMUSG00000003234.17	Abcf3	protein_coding	chr16	20367327	20380129	+	183	320	101	486	754
ENSMUSG00000003235.14	Eif2b5	protein_coding	chr16	20317567	20328073	+	1099	1472	844	2667	3316
ENSMUSG00000003269.18	Cyth2	protein_coding	chr7	45456061	45464005	-	419	298	143	587	736
ENSMUSG00000003271.18	Sult2b1	protein_coding	chr7	45379407	45434093	-	19	12	7	19	46
ENSMUSG00000003273.15	Car11	protein_coding	chr7	45349267	45354106	+	6	12	9	18	27
ENSMUSG00000003279.18	Dlgap1	protein_coding	chr17	70276068	71128408	+	22	35	20	57	83
ENSMUSG00000003282.10	Plag1	protein_coding	chr4	3900996	3938423	-	366	21	10	155	194
ENSMUSG00000003283.16	Hck	protein_coding	chr2	152950388	152993361	+	486	842	361	1207	1254
ENSMUSG00000003299.11	Mrpl4	protein_coding	chr9	20914034	20920135	+	416	1216	801	788	1211
ENSMUSG00000003308.16	Keap1	protein_coding	chr9	21141026	21150657	-	99	133	117	186	299
ENSMUSG00000003309.15	Ap1m2	protein_coding	chr9	21205571	21223633	-	106	91	109	161	376
ENSMUSG00000003316.15	Glg1	protein_coding	chr8	111881053	111985848	-	8981	9521	11247	3118	3691
ENSMUSG00000003341.10	Atp8b3	protein_coding	chr10	80355418	80374958	-	24	22	13	11	9
ENSMUSG00000003344.15	Btbd2	protein_coding	chr10	80478451	80492905	-	206	278	223	523	794
ENSMUSG00000003345.17	Csnk1g2	protein_coding	chr10	80458672	80476583	+	767	168	137	1463	2322
ENSMUSG00000003346.15	Abhd17a	protein_coding	chr10	80419488	80426175	-	117	225	195	545	786
ENSMUSG00000003348.11	Mob3a	protein_coding	chr10	80521087	80537811	-	32	107	92	123	229
ENSMUSG00000003352.15	Cacnb3	protein_coding	chr15	98528721	98542410	+	40	44	37	186	283
ENSMUSG00000003354.7	Ccdc65	protein_coding	chr15	98606088	98621217	+	9	7	1	4	16
ENSMUSG00000003355.8	Fkbp11	protein_coding	chr15	98622247	98626079	-	135	805	675	420	352
ENSMUSG00000003360.16	Ddx23	protein_coding	chr15	98543015	98560775	-	1130	586	229	1750	2554
ENSMUSG00000003363.16	Pld3	protein_coding	chr7	27231425	27252643	-	352	1484	1841	389	799
ENSMUSG00000003378.10	Grik5	protein_coding	chr7	24709274	24771771	-	34	7	4	100	153
ENSMUSG00000003379.8	Cd79a	protein_coding	chr7	24596806	24601622	+	7	12	7	6	4
ENSMUSG00000003380.12	Rabac1	protein_coding	chr7	24669177	24672179	-	225	756	1095	368	636
ENSMUSG00000003382.19	Etv3	protein_coding	chr3	87432714	87447463	+	293	66	34	289	328
ENSMUSG00000003402.15	Prkcsh	protein_coding	chr9	21914102	21925518	+	4919	8433	10580	1682	2597
ENSMUSG00000003410.9	Elavl3	protein_coding	chr9	21926301	21963319	-	169	34	23	99	87
ENSMUSG00000003411.11	Rab3b	protein_coding	chr4	108736260	108800521	+	17	54	37	56	61
ENSMUSG00000003418.12	St8sia6	protein_coding	chr2	13655832	13798875	-	271	101	178	127	171
ENSMUSG00000003420.9	Fcgrt	protein_coding	chr7	44742414	44753275	-	93	66	44	88	98
ENSMUSG00000003421.14	Nosip	protein_coding	chr7	44711853	44727634	+	122	686	333	763	1259
ENSMUSG00000003423.16	Pih1d1	protein_coding	chr7	44803727	44809489	+	139	508	353	495	691
ENSMUSG00000003429.12	Rps11	protein_coding	chr7	44771803	44773863	-	1953	2343	1565	1944	2586
ENSMUSG00000003435.10	Supt5	protein_coding	chr7	28014316	28038171	-	1366	1097	355	2954	4537
ENSMUSG00000003436.12	Dll3	protein_coding	chr7	27992978	28001663	-	71	63	64	20	21
ENSMUSG00000003437.15	Paf1	protein_coding	chr7	28092376	28098813	+	475	409	141	712	923
ENSMUSG00000003438.18	Timm50	protein_coding	chr7	28004941	28011497	-	422	918	818	844	1031
ENSMUSG00000003444.9	Med29	protein_coding	chr7	28085571	28092133	-	71	550	361	266	267
