gene_id	gene_name	gene_type	chrom	start	end	strand	clip_count	rpf_siLuc	rpf_siLin28a	rna_siLuc	rna_siLin28a	clip_enrichment_log2	te_change_log2	group
ENSMUSG00000001280.14	Sp1	protein_coding	chr15	102314578	102344839	+	7373	2609	2164	2327	3104	1.6630907907589418	-0.6851849920427197	Q4_clip_high_te_down
ENSMUSG00000001281.11	Itgb7	protein_coding	chr15	102124430	102140379	-	451	1240	1585	413	662	-0.030231150792571722	-0.3254884470396408	other
ENSMUSG00000001285.13	Myg1	protein_coding	chr15	102240144	102246574	+	123	545	258	535	546	-1.904228795885004	-1.1052566855680828	Q3_clip_low_te_down
ENSMUSG00000001288.16	Rarg	protein_coding	chr15	102143373	102165952	-	435	500	315	1192	1922	-1.614902771948295	-1.353650764662775	Q3_clip_low_te_down
ENSMUSG00000001289.13	Pfdn5	protein_coding	chr15	102234551	102240308	+	640	653	538	652	885	-0.041204548373021316	-0.7192290697541645	other
ENSMUSG00000001300.17	Efnb2	protein_coding	chr8	8667434	8711242	-	232	47	67	34	69	2.3723330483246055	-0.4974996594708167	Q4_clip_high_te_down
ENSMUSG00000001305.6	Rrp15	protein_coding	chr1	186453175	186481555	-	954	1233	634	1438	1588	-0.4424001457261725	-1.1015664300981107	other
ENSMUSG00000001313.13	Rnd2	protein_coding	chr11	101355825	101362679	+	48	62	53	313	431	-2.7059295548035815	-0.6826591746082894	Q3_clip_low_te_down
ENSMUSG00000001323.18	Srr	protein_coding	chr11	74797185	74816774	-	30	5	8	26	59	-0.26635476412540515	-0.5670405927238937	other
ENSMUSG00000001333.10	Sync	protein_coding	chr4	129181410	129202352	+	23	3	15	22	34	-0.05062607306996795	1.3942789391120465	other
ENSMUSG00000001334.10	Fndc5	protein_coding	chr4	129030792	129038386	+	11	2	1	17	3	0.3479233034203068	1.584962500721156	other
ENSMUSG00000001348.16	Acp5	protein_coding	chr9	22038023	22047007	-	32	38	63	37	77	-0.5911944544326706	-0.32287692428091136	Q3_clip_low_te_down
ENSMUSG00000001349.6	Cnn1	protein_coding	chr9	22010512	22020926	+	9	4	1	8	12	0.08488889758651294	-1.852442811586142	other
ENSMUSG00000001366.15	Fbxo9	protein_coding	chr9	77988781	78016347	-	231	107	58	161	182	0.6499208647984887	-1.0480942882010449	Q4_clip_high_te_down
ENSMUSG00000001376.18	Vps50	protein_coding	chr6	3498382	3603531	+	1128	713	567	966	1146	0.3174625307267658	-0.5763107410634015	other
ENSMUSG00000001380.8	Hars	protein_coding	chr18	36899581	36916258	-	1057	924	314	1520	1553	-0.3168543616634909	-1.585067887699609	other
ENSMUSG00000001383.10	Zmat2	protein_coding	chr18	36926929	36932719	+	2112	1524	1077	1317	1416	0.8501443555914697	-0.6049414524950723	Q4_clip_high_te_down
ENSMUSG00000001403.14	Ube2c	protein_coding	chr2	164611818	164620742	+	303	2593	1752	986	1505	-1.8133472327114672	-1.1749522637076917	Q3_clip_low_te_down
ENSMUSG00000001415.11	Smg5	protein_coding	chr3	88243567	88269645	+	837	246	205	2004	2594	-1.234219290795938	-0.6339990063044197	Q3_clip_low_te_down
ENSMUSG00000001416.14	Cct3	protein_coding	chr3	88204423	88229074	+	6153	4564	1509	9106	9752	-0.39334090589246623	-1.6949364832952558	other
ENSMUSG00000001418.14	Glmp	protein_coding	chr3	88232330	88238620	+	440	1117	1602	340	641	0.06597966055338804	-0.39294732078677275	other
ENSMUSG00000001419.18	Mef2d	protein_coding	chr3	88049679	88079393	+	330	135	90	311	671	-0.3494346771955743	-1.6865834049681554	other
ENSMUSG00000001420.14	Tmem79	protein_coding	chr3	88235962	88243455	-	69	190	220	40	118	0.02974734339405224	-1.3267920273341767	other
ENSMUSG00000001424.15	Snd1	protein_coding	chr6	28475138	28935161	+	2490	1697	1119	2471	3372	-0.008085581841734095	-1.0486913017218242	other
ENSMUSG00000001435.16	Col18a1	protein_coding	chr10	76888012	77002382	-	9282	25459	41662	4207	7228	0.9213467715327296	-0.07012707879844539	other
ENSMUSG00000001436.16	Slc19a1	protein_coding	chr10	76868075	76896836	+	124	247	244	130	259	-0.4228480913088171	-1.006503182875309	other
ENSMUSG00000001440.6	Kpnb1	protein_coding	chr11	97050540	97078707	-	17593	18067	7224	21987	23033	-0.13315420817224724	-1.3894159076924566	other
ENSMUSG00000001441.14	Npepps	protein_coding	chr11	97096668	97171464	-	4898	2046	1086	3523	4465	0.51668420980396	-1.254928488898161	Q4_clip_high_te_down
ENSMUSG00000001444.3	Tbx21	protein_coding	chr11	96988897	97006157	-	17	23	22	14	104	-1.514573172829758	-2.8687554667217476	Q3_clip_low_te_down
ENSMUSG00000001445.11	Mrpl10	protein_coding	chr11	96932386	96940039	+	549	791	697	842	1131	-0.6219567082033579	-0.6075428157597574	Q3_clip_low_te_down
ENSMUSG00000001467.6	Cyp51	protein_coding	chr5	4131145	4154746	-	4488	1725	1320	1225	1042	2.2067299085796557	-0.15258217676111166	other
ENSMUSG00000001472.18	Tcf25	protein_coding	chr8	124100492	124130574	+	1060	610	312	1648	2433	-0.7218124899739383	-1.5267474921623727	Q3_clip_low_te_down
ENSMUSG00000001473.8	Tubb6	protein_coding	chr18	67523787	67535819	+	172	455	248	701	739	-1.83683480026765	-0.9489423223084121	Q3_clip_low_te_down
ENSMUSG00000001482.16	Def8	protein_coding	chr8	124150266	124190009	+	481	449	348	854	1174	-0.851982254506129	-0.8253623966864867	Q3_clip_low_te_down
ENSMUSG00000001493.10	Meox1	protein_coding	chr11	101768336	101785200	-	19	6	2	13	6	1.15200309344505	-0.22239242133644802	other
ENSMUSG00000001504.11	Irx2	protein_coding	chr13	72776939	72782317	+	4	6	5	2	18	-0.915111102413487	-2.8853574340588772	Q3_clip_low_te_down
ENSMUSG00000001506.11	Col1a1	protein_coding	chr11	94827050	94843868	+	28	40	63	12	16	1.1734828208555015	0.25542487227266897	other
ENSMUSG00000001507.17	Itga3	protein_coding	chr11	94935300	94967627	-	971	580	736	375	556	1.2814716540904703	-0.22381820997185348	other
ENSMUSG00000001510.9	Dlx3	protein_coding	chr11	95010945	95016122	+	8	4	5	6	20	-0.4150374992788436	-1.3219280948873624	other
ENSMUSG00000001517.15	Foxm1	protein_coding	chr6	128339930	128353109	+	472	218	163	544	966	-0.45415362954522925	-1.2444947147956422	other
ENSMUSG00000001518.13	Itfg2	protein_coding	chr6	128386407	128401894	-	234	126	78	410	491	-0.7196728095794105	-0.9444238602526198	Q3_clip_low_te_down
ENSMUSG00000001520.13	Nrip2	protein_coding	chr6	128376259	128393390	+	51	5	0	17	20	1.6374299206152918	-2.807354922057604	Q4_clip_high_te_down
ENSMUSG00000001521.13	Tulp3	protein_coding	chr6	128298124	128332814	-	403	415	295	621	974	-0.76054469332299	-1.1394739910185128	Q3_clip_low_te_down
ENSMUSG00000001524.15	Gtf2h4	protein_coding	chr17	35978622	35984631	-	229	698	533	622	962	-1.563294583423155	-1.01675634850734	Q3_clip_low_te_down
ENSMUSG00000001525.11	Tubb5	protein_coding	chr17	36144813	36149198	-	4024	17861	7336	18983	25468	-2.2428276758370767	-1.7075897470780999	Q3_clip_low_te_down
ENSMUSG00000001542.8	Ell2	protein_coding	chr13	75854876	75920483	+	824	172	137	879	1147	-0.07519920653371424	-0.7096509840095837	other
ENSMUSG00000001552.15	Jup	protein_coding	chr11	100259784	100288589	-	1181	3819	2718	3064	6800	-1.838842830480512	-1.6403563047821492	Q3_clip_low_te_down
ENSMUSG00000001555.11	Fkbp10	protein_coding	chr11	100306523	100315650	+	279	209	256	76	143	1.563772878889983	-0.6117594292196553	Q4_clip_high_te_down
ENSMUSG00000001558.6	Klhl10	protein_coding	chr11	100332743	100347848	+	54	26	28	30	41	0.8139275759810903	-0.33502761942778153	Q4_clip_high_te_down
ENSMUSG00000001566.10	Mnx1	protein_coding	chr5	29678032	29683468	-	4	2	0	0	8	0.22239242133644802	-4.754887502163468	other
ENSMUSG00000001569.11	Nom1	protein_coding	chr5	29639662	29662841	+	884	220	69	1014	1030	0.013335636561479056	-1.6811841477420346	other
ENSMUSG00000001576.16	Ergic1	protein_coding	chr17	26780463	26875908	+	597	845	1037	750	1499	-0.6899562459196025	-0.7030008126310406	Q3_clip_low_te_down
ENSMUSG00000001583.14	Tnk1	protein_coding	chr11	69741831	69749556	-	32	95	90	148	322	-2.61585650866694	-1.1933896947542233	Q3_clip_low_te_down
ENSMUSG00000001588.13	Acap1	protein_coding	chr11	69772393	69786365	-	56	85	15	249	240	-1.8842967788135032	-2.3733698062699724	Q3_clip_low_te_down
ENSMUSG00000001604.15	Tcea3	protein_coding	chr4	135975040	136002209	+	658	832	385	1561	1229	-0.8605561498651525	-0.7649795101820899	Q3_clip_low_te_down
ENSMUSG00000001627.13	Ifrd1	protein_coding	chr12	40251566	40298503	-	849	267	86	772	723	0.40585294630309543	-1.5286669777674022	other
ENSMUSG00000001630.14	Stk38l	protein_coding	chr6	146626493	146680310	+	280	49	21	414	338	-0.20160197171129002	-0.8925985080394843	other
ENSMUSG00000001632.17	Brpf1	protein_coding	chr6	113284098	113301821	+	391	103	62	643	1137	-0.9621793560702658	-1.5445277588331405	Q3_clip_low_te_down
ENSMUSG00000001642.19	Akr1b3	protein_coding	chr6	34279369	34294413	-	144	190	72	453	631	-1.6825068764529791	-1.8648365300419192	Q3_clip_low_te_down
ENSMUSG00000001655.7	Hoxc13	protein_coding	chr15	102829538	102837249	+	14	5	4	18	21	-0.22826898767311726	-0.47453851102750555	other
ENSMUSG00000001663.11	Gstt1	protein_coding	chr10	75619647	75634418	-	27	60	19	35	28	0.007379530365597818	-1.2968652363607835	other
ENSMUSG00000001665.12	Gstt3	protein_coding	chr10	75609949	75617248	-	224	41	29	76	113	1.4587447845177364	-1.051530300640082	Q4_clip_high_te_down
ENSMUSG00000001666.9	Ddt	protein_coding	chr10	75607064	75609248	-	139	442	420	333	473	-1.3065360444703804	-0.5785254219128292	Q3_clip_low_te_down
ENSMUSG00000001672.15	Marveld3	protein_coding	chr8	110674546	110688835	-	107	25	19	26	77	1.2630344058337937	-1.9090263399525098	Q4_clip_high_te_down
ENSMUSG00000001674.12	Ddx18	protein_coding	chr1	121481564	121495718	-	290	448	127	838	995	-1.4342965834858432	-2.0580465663694048	Q3_clip_low_te_down
ENSMUSG00000001687.16	Ubl3	protein_coding	chr5	148441445	148489599	-	671	262	219	861	1204	-0.3986128293102392	-0.7408326477958688	other
ENSMUSG00000001700.11	Gramd3	protein_coding	chr18	56533409	56636864	+	127	32	27	58	79	1.1034513486129407	-0.6763242428263705	Q4_clip_high_te_down
ENSMUSG00000001707.9	Eef1e1	protein_coding	chr13	38828183	38843034	-	645	1168	706	804	796	-0.08787565637833723	-0.7110837507107499	other
ENSMUSG00000001729.15	Akt1	protein_coding	chr12	112620255	112641318	-	128	144	59	427	532	-1.6747729440140482	-1.589543230764445	Q3_clip_low_te_down
ENSMUSG00000001739.15	Cldn15	protein_coding	chr5	136995470	137004712	+	6	1	0	8	7	-0.05771549785628733	-0.8300749985576876	other
ENSMUSG00000001741.13	Il16	protein_coding	chr7	83292033	83394934	-	32	1	1	0	9	2.807354922057604	-3.321928094887362	Q4_clip_high_te_down
ENSMUSG00000001750.17	Tcirg1	protein_coding	chr19	3946050	3957133	-	63	214	231	127	221	-1.2288186904958809	-0.6846277208119942	Q3_clip_low_te_down
ENSMUSG00000001751.10	Naglu	protein_coding	chr11	100960838	100968498	+	59	39	80	43	37	0.7717310123268827	1.2294260131909742	Q1_clip_high_te_up
ENSMUSG00000001755.13	Coasy	protein_coding	chr11	100973391	100977445	+	204	219	138	376	407	-0.7146763229370955	-0.7764232695039833	Q3_clip_low_te_down
ENSMUSG00000001761.8	Smo	protein_coding	chr6	29735502	29761364	+	188	61	76	177	280	-0.05771549785628733	-0.3461026589465022	other
ENSMUSG00000001763.15	Tspan33	protein_coding	chr6	29694221	29718558	+	91	89	74	96	82	0.25410128106378616	-0.0381609949935909	other
ENSMUSG00000001767.6	Crnkl1	protein_coding	chr2	145759399	145776934	-	1302	257	95	841	695	0.9831740019427558	-1.1515318274844304	Q4_clip_high_te_down
ENSMUSG00000001768.17	Rin2	protein_coding	chr2	145517135	145729536	+	121	61	37	151	219	-0.3860290522086971	-1.2397009970243638	other
ENSMUSG00000001773.15	Folh1	protein_coding	chr7	86368185	86425151	-	18	10	16	1	10	1.7698802166389411	-1.831400396024255	Q4_clip_high_te_down
ENSMUSG00000001774.9	Chordc1	protein_coding	chr9	18203421	18228738	+	1725	829	477	1110	1280	0.751607496317298	-1.001512377206093	Q4_clip_high_te_down
ENSMUSG00000001783.4	Rtcb	protein_coding	chr10	85774501	85793687	-	924	747	274	2020	1990	-0.8944039138720581	-1.4220305508163817	Q3_clip_low_te_down
ENSMUSG00000001785.14	Pwp1	protein_coding	chr10	85665358	85724960	+	550	855	247	1103	1332	-0.9225896058157349	-2.0592072843250757	Q3_clip_low_te_down
ENSMUSG00000001786.15	Fbxo7	protein_coding	chr10	85857836	85887737	+	343	175	111	255	240	0.6915551344762597	-0.5649660328096546	Q4_clip_high_te_down
ENSMUSG00000001794.14	Capns1	protein_coding	chr7	29886361	29898236	-	1124	2154	1645	2441	4448	-1.3923959346582326	-1.2541414317432182	Q3_clip_low_te_down
ENSMUSG00000001802.17	Lrp3	protein_coding	chr7	34899452	34914923	-	2	4	3	37	23	-3.146841388329271	0.3410369178350669	Q2_clip_low_te_up
ENSMUSG00000001827.13	Folr1	protein_coding	chr7	101507538	101519995	-	159	828	721	226	274	-0.4272230377269617	-0.4761125857296865	other
ENSMUSG00000001829.18	Clpb	protein_coding	chr7	101312840	101444713	+	1668	1034	972	981	1369	0.7274883158626824	-0.5695000211387719	Q4_clip_high_te_down
ENSMUSG00000001833.18	Septin7	protein_coding	chr9	25163735	25219867	+	1125	862	356	1443	1069	0.06361459899616959	-0.8409765395511936	other
ENSMUSG00000001844.11	Zdhhc4	protein_coding	chr5	143302244	143315011	-	133	63	77	113	226	-0.12514631722995218	-0.708256254263925	other
ENSMUSG00000001847.15	Rac1	protein_coding	chr5	143489389	143513791	-	705	947	700	1229	1420	-0.6864041602596305	-0.6437208539038142	Q3_clip_low_te_down
ENSMUSG00000001855.16	Nup214	protein_coding	chr2	31864448	31943987	+	862	2480	1826	1149	1950	-0.6229086400972195	-1.2040250180422312	Q3_clip_low_te_down
ENSMUSG00000001864.14	Aif1l	protein_coding	chr2	31840151	31863454	+	23	33	25	46	72	-1.0995356735509143	-1.0222588303116271	Q3_clip_low_te_down
ENSMUSG00000001870.17	Ltbp1	protein_coding	chr17	75312563	75699507	+	224	87	221	77	116	1.4288432988038742	0.7500217469916524	Q1_clip_high_te_up
ENSMUSG00000001891.17	Ugp2	protein_coding	chr11	21271138	21321201	-	399	241	107	374	390	0.2850480291862158	-1.224253747035235	other
ENSMUSG00000001901.16	Kcnh6	protein_coding	chr11	105898950	105925375	+	56	31	20	51	57	0.27392272197653017	-0.7652238542077197	other
ENSMUSG00000001909.17	Trmt1	protein_coding	chr8	85412936	85426437	+	441	787	537	1266	2081	-1.6992196799788362	-1.2671430010583598	Q3_clip_low_te_down
ENSMUSG00000001910.6	Nacc1	protein_coding	chr8	85397108	85414531	-	1064	364	251	1974	3116	-1.0349865674517094	-1.1927782319410036	Q3_clip_low_te_down
ENSMUSG00000001911.17	Nfix	protein_coding	chr8	85426505	85526973	-	12	5	5	4	10	0.9228321394775402	-1.137503523749935	Q4_clip_high_te_down
ENSMUSG00000001918.18	Slc1a5	protein_coding	chr7	16515265	16532199	+	599	762	860	524	490	0.46252642506016295	0.2709245788011054	other
ENSMUSG00000001924.16	Uba1	protein_coding	chrX	20524565	20549418	+	4068	4945	1460	7511	10147	-0.8953467361256698	-2.1932325179966043	Q3_clip_low_te_down
ENSMUSG00000001930.18	Vwf	protein_coding	chr6	125523737	125663642	+	74	16	25	113	171	-0.7086602249460606	0.01960213635339645	other
ENSMUSG00000001942.9	Siae	protein_coding	chr9	37466994	37560951	+	243	247	374	122	190	0.8585090100077074	-0.03836384770014077	other
ENSMUSG00000001943.9	Vsig2	protein_coding	chr9	37450551	37455501	+	28	11	10	14	4	1.7584453215766578	1.4594316186372973	Q1_clip_high_te_up
ENSMUSG00000001946.15	Esam	protein_coding	chr9	37439374	37449615	+	14	30	18	12	12	0.4288432988038742	-0.7062687969432897	other
ENSMUSG00000001948.11	Spa17	protein_coding	chr9	37514586	37525018	-	17	11	6	20	17	0.10691520391651217	-0.5552151573271041	other
ENSMUSG00000001962.9	Fam50a	protein_coding	chrX	73356639	73363755	+	227	446	166	633	722	-1.3509225699176646	-1.6099395355209758	Q3_clip_low_te_down
ENSMUSG00000001964.15	Emd	protein_coding	chrX	73298293	73305154	+	97	551	352	282	455	-1.6923282886944946	-1.333231854839848	Q3_clip_low_te_down
ENSMUSG00000001983.8	Taco1	protein_coding	chr11	105956887	105964438	+	107	97	29	203	195	-0.6665762662748079	-1.6501037506504024	Q3_clip_low_te_down
ENSMUSG00000001985.10	Grik3	protein_coding	chr4	125384493	125607966	+	1341	283	685	586	1326	0.7101862630506062	0.09558168440798927	other
ENSMUSG00000001986.17	Gria3	protein_coding	chrX	40489731	40767478	+	11	4	16	2	17	0.41503749927884376	-0.8194277543581792	other
ENSMUSG00000001988.10	Npas1	protein_coding	chr7	16189646	16211653	-	3	1	2	4	24	-1.6844981742720706	-1.7369655941662063	Q3_clip_low_te_down
ENSMUSG00000001995.10	Sipa1l2	protein_coding	chr8	126144802	126296547	-	666	102	108	912	1368	-0.5521477037676485	-0.5027518836799696	Q3_clip_low_te_down
ENSMUSG00000001998.16	Ap4e1	protein_coding	chr2	126850637	126909829	+	367	119	57	373	372	0.2009899446042237	-1.0450469608485478	other
ENSMUSG00000001999.16	Blvra	protein_coding	chr2	126912585	126939004	+	89	81	57	94	106	0.05603403491432795	-0.6711823875607109	other
ENSMUSG00000002006.13	Pdzd4	protein_coding	chrX	72836965	72868575	-	932	311	197	1215	1559	-0.3506661603900543	-1.015448399088664	other
ENSMUSG00000002010.18	Idh3g	protein_coding	chrX	72822569	72830503	-	353	1443	931	1120	1636	-1.7394087700945347	-1.1779369259016172	Q3_clip_low_te_down
ENSMUSG00000002012.14	Pnck	protein_coding	chrX	72699600	72703723	-	21	23	14	23	50	-0.5469946505221356	-1.765534746362977	Q3_clip_low_te_down
ENSMUSG00000002014.13	Ssr4	protein_coding	chrX	72830634	72834436	+	348	519	610	300	503	0.01663067454412084	-0.5109994899499394	other
ENSMUSG00000002015.6	Bcap31	protein_coding	chrX	72729784	72759781	-	1868	2067	1970	926	799	1.3363909075526819	0.14326092957935724	other
ENSMUSG00000002017.11	Fam98a	protein_coding	chr17	75844081	75858941	-	441	502	181	1063	1444	-1.2826017746812932	-1.9081912914936825	Q3_clip_low_te_down
ENSMUSG00000002020.16	Ltbp2	protein_coding	chr12	84829986	84923306	-	4	4	3	4	13	-0.7036069972197752	-1.8073549220576042	Q3_clip_low_te_down
ENSMUSG00000002028.14	Kmt2a	protein_coding	chr9	44714652	44792594	-	4509	57	66	1404	1944	1.6513587592466943	-0.26109182943506537	other
ENSMUSG00000002031.14	Ift46	protein_coding	chr9	44679205	44704744	+	318	453	243	757	924	-1.1770144262286317	-1.1830666669606114	Q3_clip_low_te_down
ENSMUSG00000002032.18	Tmem25	protein_coding	chr9	44705066	44710604	-	0	7	2	5	17	-3.3625700793847084	-3.0	Q3_clip_low_te_down
ENSMUSG00000002043.18	Trappc6a	protein_coding	chr7	19242320	19250070	+	48	133	175	101	151	-1.1515824213205097	-0.18215974329256507	other
ENSMUSG00000002052.7	Supt6	protein_coding	chr11	78097572	78136813	-	4171	1155	459	6708	8803	-0.6722742263483312	-1.7214970330957737	Q3_clip_low_te_down
ENSMUSG00000002055.10	Spag5	protein_coding	chr11	78192355	78213283	+	1135	1021	467	1972	2129	-0.630323898051405	-1.2372772357438586	Q3_clip_low_te_down
ENSMUSG00000002058.14	Unc119	protein_coding	chr11	78234308	78239990	+	46	158	104	349	321	-2.615336149764675	-0.47834320390052093	Q3_clip_low_te_down
ENSMUSG00000002059.19	Rab34	protein_coding	chr11	78079256	78083019	+	420	308	218	323	409	0.4204325915596313	-0.8363060649240224	other
ENSMUSG00000002064.11	Sdf2	protein_coding	chr11	78136572	78146322	+	401	909	1216	500	691	-0.3469342151798515	-0.046570716813846565	other
ENSMUSG00000002068.17	Ccne1	protein_coding	chr7	37797409	37806959	-	1672	2524	1605	2323	2441	-0.2879490848154704	-0.7242646265920792	other
ENSMUSG00000002076.13	Hsf2bp	protein_coding	chr17	32163743	32255323	-	458	536	348	660	669	-0.31355209116163596	-0.6412058756132036	other
ENSMUSG00000002083.14	Bbc3	protein_coding	chr7	16042318	16052130	+	43	94	66	143	191	-1.710493382805015	-0.9188039171520193	Q3_clip_low_te_down
ENSMUSG00000002100.16	Mybpc3	protein_coding	chr2	90948489	90966861	+	18	32	11	21	29	-0.2301197833610588	-1.9068905956085185	other
ENSMUSG00000002102.16	Psmc3	protein_coding	chr2	90884354	90896714	+	1639	2892	1171	3151	4099	-0.922290688902264	-1.6829501284437838	Q3_clip_low_te_down
ENSMUSG00000002103.17	Acp2	protein_coding	chr2	91033230	91044443	+	313	251	361	124	159	1.362195061175971	0.1664221533580138	other
ENSMUSG00000002104.12	Rapsn	protein_coding	chr2	90865965	90876074	+	36	31	38	20	39	0.5011084494025114	-0.6442084532463536	Q4_clip_high_te_down
ENSMUSG00000002105.16	Slc39a13	protein_coding	chr2	90892136	90900762	-	42	34	49	53	73	-0.351342823961454	0.06000730936427689	other
ENSMUSG00000002107.19	Celf2	protein_coding	chr2	6544505	7514374	-	132	35	30	66	113	0.7778289697544323	-0.9825295147624062	Q4_clip_high_te_down
ENSMUSG00000002108.11	Nr1h3	protein_coding	chr2	91014406	91033179	-	4	7	5	3	5	0.22239242133644802	-1.0	other
ENSMUSG00000002109.15	Ddb2	protein_coding	chr2	91041917	91067327	-	25	23	18	60	76	-1.1856923173006289	-0.6730841904095858	Q3_clip_low_te_down
ENSMUSG00000002111.9	Spi1	protein_coding	chr2	90912735	90946101	+	11	4	6	0	6	1.8073549220576042	-2.321928094887362	Q4_clip_high_te_down
ENSMUSG00000002129.12	Sf3a1	protein_coding	chr11	4110350	4132541	+	2537	2892	1590	2783	3309	-0.041305009508931574	-1.112304493444404	other
